probIn scale
0.2895932 0.1163143
0.3419837 0.09700962
0.3839699 0.2252837
0.3705254 0.4092538
0.4410341 0.4474427
0.3799989 0.7867379
0.243274 0.2494466
0.6063161 0.09836495
0.2297535 0.1074987
0.4245027 0.2670381
0.3434563 0.3512871
0.37163 0.8947617
0.2777115 0.3214728
0.3776234 0.5423926
0.368042 0.291098
0.476084 0.1678998
0.3867449 0.1134729
0.3406685 0.1248835
0.4772215 0.06709561
0.4272881 0.1030015
0.3261738 0.1302147
0.2966844 0.1577515
0.3261086 0.2591024
0.4636229 0.1340569
0.2791743 0.179592
0.384603 0.258716
0.4315322 0.2802557
0.3628742 0.4675393
0.4255594 0.7508532
0.3571829 1.193022
0.568033 2.408449
0.5140028 1.843457
0.3087273 1.114882
0.4245989 0.8646347
0.5369354 1.152365
0.2414018 1.288621
0.356673 3.236084
0.2847407 2.172057
0.2680786 2.547972
0.291948 2.32572
0.5110481 2.122538
0.3738363 2.238289
0.4913578 2.681793
0.396817 1.721724
0.373704 1.341908
0.2958142 1.610719
0.2740778 1.550246
0.1819869 1.084663
0.3362448 1.975603
0.320662 1.324308
0.4841642 1.307967
0.4753004 0.7912726
0.2951553 1.030361
0.5407701 0.9322029
0.2631595 0.706726
0.4418377 0.6440447
0.3638665 0.6214892
0.3309612 0.3059491
0.3165979 0.3135676
0.4733932 0.7455157
0.3737155 0.6334484
0.4772448 0.2912298
0.3243262 0.3779932
0.3771039 0.2383002
0.3120845 0.2072306
0.4393694 0.1351965
0.3317246 0.1079116
0.3822153 0.2885338
0.4484216 0.423836
0.4064104 0.6143533
0.408692 0.4547794
0.4815295 0.8058454
0.2880119 0.5250908
0.374364 0.4633034
0.3382525 0.164487
0.1687281 0.25188
0.4798378 0.2661975
0.3982964 0.5794807
0.410788 0.5397628
0.283082 0.4575158
0.3191711 0.6408639
0.474844 0.2665406
0.2600368 0.1965498
0.3263747 0.2797983
0.2013941 0.600978
0.2318406 1.359279
0.3100771 0.6350364
0.2470808 0.8101652
0.3492654 0.4983342
0.4699331 0.9231794
0.3185591 0.745987
0.2758391 1.108619
0.4647249 0.9277362
0.486518 0.7818078
0.389401 1.497699
0.4019153 1.325767
0.3121467 0.7952373
0.3542346 0.9109931
0.3504376 1.459139
0.2969879 4.415678
0.4538557 6.224222
0.3950777 4.919685
0.2210832 2.492031
0.3113743 3.083078
0.3639602 2.526323
0.306759 2.191794
0.3969825 1.200183
0.3156079 0.7237339
0.3723043 1.722096
0.3288293 2.273793
0.2609483 1.423176
0.4510128 1.967164
0.2990906 1.116731
0.3474312 0.8585427
0.2255274 0.9350024
0.4128299 0.9567339
0.577204 1.24434
0.3763163 2.689165
0.3578772 1.185343
0.361385 1.350755
0.4472316 0.9198063
0.4195506 0.4599099
0.4059493 0.6657436
0.2506492 0.9301983
0.3406676 1.091379
0.4351449 0.9584188
0.4519459 0.8856112
0.2859609 1.414106
0.424503 0.46817
0.3699568 0.4212613
0.4646292 0.3057748
0.4533004 0.4187572
0.4015622 0.4864998
0.3593562 0.8561316
0.3455556 0.8032109
0.4224273 1.136602
0.3840244 1.666991
0.2260023 1.995242
0.3858011 1.289454
0.232912 1.589909
0.3408719 0.8231116
0.4360891 0.5930539
0.324878 0.9450498
0.3688881 0.6946978
0.3187338 0.6420983
0.2902824 0.5610875
0.3508338 1.313592
0.3782158 1.106458
0.2400838 0.616091
0.2419389 0.5639115
0.4941189 0.6815022
0.4910622 0.797008
0.3242644 0.6658483
0.4173399 0.4791595
0.3744661 0.7841167
0.4164405 0.5665633
0.5289297 0.2134248
0.3277096 0.1576783
0.5258369 0.1584283
0.5092266 0.07595566
0.3068193 0.08598068
0.4264495 0.1788713
0.2997557 0.1006864
0.3438133 0.06415475
0.3341882 0.07959088
0.4855238 0.05401382
0.6145453 0.07067931
0.3391949 0.1000743
0.4986544 0.1284712
0.4664861 0.2377601
0.2854796 0.2052762
0.4772532 0.3449647
0.3941371 0.6032637
0.2481132 0.4881697
0.2498714 0.2966575
0.3387822 0.2298316
0.3746098 0.2503549
0.4873896 0.1328909
0.4883466 0.2581343
0.4350139 0.321007
0.3299922 0.3423512
0.3515339 0.3572436
0.3484426 0.2411324
0.3157287 0.4339827
0.4663043 0.2595362
0.3037556 0.1590177
0.3652293 0.1679774
0.4549934 0.1176429
0.372565 0.1268725
0.4200343 0.167888
0.1396299 0.08122743
0.3977918 0.1051475
0.2059067 0.09973044
0.2942138 0.05761856
0.250153 0.1176325
0.4219402 0.3179949
0.418689 0.3168284
0.2769106 0.2306431
0.501456 0.2063463
0.2484948 0.355702
0.1912816 0.188517
0.3858092 0.290004
0.2774717 0.3172107
0.4898438 0.5536269
0.424707 0.6704959
0.3041682 0.655528
0.3717359 0.5400201
0.3829862 0.2854831
0.2740584 0.5128388
0.4509641 0.6121986
0.2313782 0.5957459
0.4568419 0.7737531
0.2969813 1.070655
0.2868198 0.3560415
0.5082099 0.2426181
0.3193281 0.265677
0.4090525 0.2322373
0.4335289 0.2673096
0.3884781 0.364323
0.2506862 0.153627
0.286736 0.1975552
0.4634909 0.1557472
0.5243697 0.2617668
0.3925185 0.2448909
0.2882095 0.387607
0.4005942 0.372348
0.4540673 0.1964796
0.337031 0.4235251
0.3077806 0.3931168
0.3639398 0.3912751
0.315404 0.3480878
0.2709969 0.3021598
0.4641215 0.1531879
0.4476224 0.1158207
0.2818934 0.1559713
0.5324568 0.1877911
0.3272094 0.4447762
0.3641813 0.3715177
0.4006788 0.2957146
0.2827271 0.2030931
0.2827771 0.1894123
0.4480339 0.2694869
0.4909262 0.1805326
0.1982937 0.1266441
0.3110277 0.1764069
0.3231062 0.08733456
0.2486745 0.1169709
0.3139235 0.1205821
0.4514009 0.2313794
0.2530188 0.3967449
0.5229491 0.7458171
0.4696408 0.3908989
0.4807617 0.1401958
0.3600553 0.1533722
0.2762682 0.1885254
0.271622 0.2120289
0.4180426 0.2564941
0.3567782 0.4253507
0.3518978 0.2705336
0.4787712 0.1542693
0.3650333 0.2003745
0.6109171 0.1455634
0.3948007 0.07205375
0.4780423 0.1057979
0.4598937 0.1540135
0.3372822 0.13288
0.2254874 0.2861405
0.5196473 0.2254083
0.426814 0.2933783
0.3189409 0.2939795
0.3909986 0.2226217
0.5089807 0.1773707
0.338798 0.2407883
0.2723384 0.1038526
0.1853132 0.1134231
0.3796968 0.1990939
0.4345999 0.2234428
0.3439962 0.3344072
0.4090154 0.1719318
0.3643003 0.1503338
0.432293 0.194075
0.4763228 0.1215849
0.5907421 0.1228761
0.3894767 0.0753458
0.3571091 0.0858896
0.3931157 0.04017792
0.3630358 0.04802842
0.5170435 0.04721164
0.4509968 0.07766016
0.3077064 0.1013877
0.3683768 0.1515463
0.3879396 0.1729989
0.5313488 0.1419762
0.2795116 0.3003074
0.3673904 0.2937547
0.3421966 0.3042734
0.4471834 0.1517695
0.373385 0.1006389
0.206711 0.176932
0.3974207 0.1597044
0.5392831 0.2191749
0.4592668 0.1935044
0.3937658 0.2267869
0.2000133 0.3182837
0.2891744 0.1778042
0.3282083 0.2889346
0.3509286 0.2665006
0.2564804 0.249397
0.4309126 0.507539
0.4094352 0.342732
0.3798074 0.4663134
0.2578326 0.4733583
0.4979596 0.5654243
0.312649 0.625663
0.2768004 0.4872992
0.257402 0.7724376
0.4494409 0.3962009
0.5103469 0.6931379
0.242816 0.4456258
0.5384624 0.5799875
0.4408371 0.6124784
0.2244321 0.4478659
0.4145491 0.3414871
0.447441 0.2116777
0.5696794 0.1240069
0.3736839 0.1663302
0.4950967 0.1063981
0.3805104 0.1883622
0.3654736 0.2542236
0.1618634 0.289054
0.3594301 0.157823
0.3302702 0.05251631
0.4505077 0.04262284
0.3046 0.06856381
0.4810178 0.05388543
0.3972091 0.07677641
0.4361319 0.05764735
0.2798234 0.02098416
0.3425409 0.0565465
0.5108729 0.06334896
0.5229182 0.08186189
0.35934 0.04779473
0.4365196 0.1158079
0.2242087 0.1130441
0.2492087 0.1743583
0.2776565 0.194082
0.5183698 0.1974361
0.3514706 0.2222379
0.4131608 0.5706081
0.3386777 0.3923669
0.2481128 0.3487508
0.2994456 0.3828664
0.2912971 0.2751341
0.3129153 0.6782047
0.4289115 0.8933403
0.3375018 0.8453772
0.4237819 0.6756442
0.2158822 0.6313415
0.4235575 0.5117494
0.3627219 0.4761867
0.3631098 0.8388998
0.4105291 1.174437
0.4949405 1.508359
0.3531382 1.174152
0.5578973 0.7339764
0.3891087 0.776531
0.3733463 1.970024
0.2481084 2.092906
0.2752204 2.784688
0.2920617 4.495774
0.3144523 6.830021
0.3296824 8.303357
0.350877 7.770188
0.3359165 5.311056
0.356543 6.058541
0.3717829 3.061858
0.3568168 6.331814
0.4046162 7.794092
0.2933983 7.971979
0.5186556 6.21499
0.2219572 5.568525
0.343036 9.235969
0.3144303 12.11142
0.3679442 12.27247
0.330674 6.773313
0.3859985 2.705602
0.392603 2.988639
0.3472503 2.748021
0.3683536 2.816539
0.3536328 2.382536
0.3721041 1.728654
0.4829041 1.811441
0.4102524 1.100358
0.3740787 1.566279
0.4167772 1.357942
0.286703 0.9938407
0.4861719 0.7925092
0.4841635 0.384818
0.5491487 0.2984781
0.4570094 0.15549
0.4074358 0.2159665
0.5462131 0.6250576
0.4208042 0.529564
0.3583394 0.5904547
0.2870156 0.4140952
0.4026296 0.6503957
0.3979706 1.015831
0.3600375 0.5689622
0.4057043 0.6664309
0.4050446 0.547461
0.3240346 0.3147319
0.3026088 0.5847612
0.3858888 0.389331
0.2763577 0.3904725
0.3998945 0.4313349
0.2766606 0.4994257
0.5127272 0.7185765
0.4065498 0.603759
0.4410058 0.4033566
0.2484281 0.3956544
0.3784843 0.5522551
0.541622 0.5425322
0.2849912 0.83486
0.4191915 0.8225941
0.2730833 0.8276303
0.4527636 0.8993717
0.3320659 0.7943091
0.5301981 1.302369
0.4778468 0.844693
0.3840743 0.9723462
0.3316629 0.3914633
0.2042059 0.460791
0.2418599 0.7928692
0.5127357 0.9750078
0.4379824 0.6950219
0.2911485 0.7919165
0.293574 0.6003701
0.328698 0.2769001
0.1709666 0.1934433
0.2574349 0.08668712
0.3552557 0.1018191
0.278992 0.1445333
0.3753727 0.05331417
0.3989745 0.08416723
0.5271618 0.05181387
0.4038333 0.07108106
0.1632874 0.05782022
0.4673163 0.04470409
0.4481282 0.04204623
0.473118 0.09750662
0.5698696 0.2110307
0.1636448 0.2905166
0.2750754 0.9580326
0.4474945 1.242843
0.3786125 1.420092
0.272119 1.374198
0.4996646 0.7830339
0.2648912 1.660485
0.3976041 1.12276
0.4253575 0.7471707
0.2976356 0.4640268
0.4476576 0.363903
0.303134 0.3638262
0.3457995 0.9682157
0.3866101 0.5229366
0.3688508 0.494196
0.4258996 0.3766912
0.4127313 0.2331032
0.3693765 0.2185287
0.3684772 0.1561042
0.5062566 0.1220727
0.3245211 0.2407399
0.3500047 0.3024573
0.3083296 0.2474267
0.2671662 0.2709729
0.2728062 0.2344068
0.3916073 0.2418286
0.4980763 0.190039
0.4720742 0.367396
0.7059601 0.5317562
0.3309612 0.4416347
0.3632561 0.5392805
0.2127663 0.4047633
0.3364897 0.8311559
0.3627415 1.173856
0.3873041 0.4886284
0.3432018 0.5553412
0.5633879 0.457393
0.310642 0.4341617
0.532097 0.3479405
0.2872286 0.3050133
0.3950928 0.8073711
0.391276 1.233073
0.2994198 0.5983264
0.2368718 0.2935216
0.3317539 0.3862686
0.5586358 0.3919444
0.4291068 0.1608478
0.2594908 0.2207581
0.5704755 0.219207
0.4493521 0.06997363
0.3662961 0.1855236
0.3314455 0.1490316
0.4563934 0.2546675
0.1678117 0.1623611
0.3611725 0.2054245
0.4677226 0.2401792
0.4613659 0.5178709
0.2213063 0.6223063
0.416963 0.5791493
0.5214041 0.5075824
0.3334105 0.6030713
0.2304199 0.5862486
0.2038803 0.4441002
0.393986 0.7087647
0.38487 0.8903911
0.4280069 0.49769
0.2365237 0.961784
0.1498715 0.7927968
0.4725427 0.3358327
0.3475906 0.2931713
0.3653927 0.3176667
0.3233637 0.2000266
0.4946352 0.3191491
0.1818668 0.4252493
0.2969529 0.5135204
0.2286745 0.6106547
0.3947786 0.6615287
0.5498493 0.5488033
0.4039556 1.178192
0.4345684 0.601973
0.3909465 0.9226216
0.4673979 1.304809
0.3876854 2.158644
0.3441258 1.434324
0.3472901 1.444622
0.3002505 0.9064736
0.5549996 1.645946
0.4087724 1.635943
0.4706764 2.579505
0.3006876 1.396785
0.3783278 0.8492702
0.3922918 0.6148754
0.1972955 0.3063045
0.4628613 0.4720899
0.3612746 0.4128047
0.4003699 0.246259
0.3375401 0.5457261
0.3825234 0.7988835
0.5051764 0.4101027
0.4848563 0.3701483
0.5107014 0.3451475
0.4345474 0.432012
0.2923301 0.2043259
0.3620588 0.2336069
0.2172868 0.2010279
0.3722292 0.1696956
0.2962602 0.2301757
0.3928172 0.179845
0.49645 0.1330389
0.1796602 0.1501105
0.3976783 0.1116898
0.4659559 0.2095741
0.3751532 0.268549
0.204339 0.2863421
0.3340348 0.3087075
0.2820279 0.4914478
0.6170752 0.5111639
0.4548106 0.3492103
0.3373652 0.2391105
0.4257214 0.3188731
0.1882155 0.1835036
0.2692477 0.3334537
0.1325776 0.3288549
0.3148289 0.5057652
0.3644253 0.5609349
0.392182 0.8250487
0.3881494 1.193681
0.3188319 0.7048023
0.5187323 1.028726
0.475264 2.51456
0.3709283 1.501899
0.4513756 2.105417
0.3787111 1.785646
0.4699743 1.3277
0.4186793 0.6533936
0.4265959 1.094331
0.2832201 1.431873
0.3082011 1.714294
0.4442692 1.5478
0.2713571 1.898454
0.2994527 1.216412
0.2578219 1.057728
0.2935749 0.6404074
0.3194151 1.062338
0.4113457 1.088438
0.2254028 0.7188785
0.3143871 0.9742111
0.216038 1.557864
0.3110431 1.345573
0.2862152 0.7296335
0.2150322 0.8564428
0.4783717 0.6393383
0.3615917 0.4330556
0.53154 0.3823844
0.3444711 0.4333908
0.2734108 0.2344315
0.2327083 0.3177729
0.3247274 0.1894605
0.2889655 0.1412641
0.6260921 0.09975911
0.3558566 0.1011211
0.3249061 0.1771336
0.4304332 0.1425058
0.3624821 0.1283932
0.4445716 0.2125421
0.4308205 0.2557469
0.2755629 0.1679192
0.2104191 0.1918893
0.4365994 0.2127711
0.4515993 0.3233765
0.3560541 0.4245908
0.4506146 0.4161252
0.2215619 0.7182285
0.3157832 0.3494992
0.2892827 0.6043593
0.3511449 0.2642912
0.3643884 0.1911469
0.3928819 0.1899014
0.3740122 0.5658446
0.5710815 1.298752
0.4286133 1.427874
0.2262344 1.016929
0.4972249 0.8857629
0.3660407 0.7918765
0.2765816 0.4417571
0.4119002 0.6060721
0.1212672 0.8046903
0.3724863 0.3478777
0.3507237 0.4772351
0.234743 0.4750211
0.3283968 1.030611
0.4015273 1.014481
0.4685248 2.077237
0.2830613 3.760515
0.4110592 3.561882
0.3051835 2.475786
0.2583742 1.731564
0.3589328 1.681908
0.1666107 1.331321
0.2626988 0.8642695
0.3949338 1.409249
0.2476311 1.735796
0.2462606 1.433853
0.2868214 0.9922391
0.3299543 0.9194883
0.3779074 0.7424931
0.4166936 0.817176
0.4663603 0.8224689
0.4210713 0.7717675
0.3767111 0.8704783
0.4576088 0.8494157
0.4187327 1.009128
0.2052452 0.7249837
0.2978176 0.4615497
0.3323673 0.3388283
0.4197901 0.581939
0.3032077 0.2069341
0.1515296 0.2077666
0.4119983 0.1000035
0.297221 0.09931981
0.5069761 0.07148775
0.5073963 0.1981433
0.4792885 0.1181492
0.5194498 0.1345889
0.3485365 0.09767695
0.5112428 0.1025894
0.3919115 0.05741142
0.5499155 0.09436677
0.3795761 0.1377048
0.4694687 0.1722559
0.2745423 0.2507142
0.535785 0.161509
0.3062127 0.2037781
0.3499149 0.2143333
0.2334576 0.1717221
0.2338614 0.1226493
0.2191284 0.1563786
0.4288442 0.1294391
0.3179166 0.131158
0.404671 0.07326192
0.363327 0.1009688
0.4780982 0.1789007
0.3737199 0.1832995
0.516534 0.07773512
0.5015391 0.1114755
0.4050154 0.2090395
0.2671766 0.2764076
0.5079021 0.2065336
0.4531313 0.1719287
0.353791 0.231489
0.4138727 0.3890299
0.5270699 0.3363924
0.2651758 0.3574088
0.3401833 0.2753205
0.4660225 0.5298133
0.2864942 0.951394
0.3744018 0.9987456
0.5179214 0.7460328
0.2943427 0.6334915
0.3030285 0.8610166
0.1927218 0.6552163
0.5550705 0.4966361
0.386206 0.5062027
0.3326917 0.2790295
0.4267818 0.3856441
0.5635667 0.1544839
0.3727974 0.2147968
0.5015853 0.2378393
0.3289417 0.4214851
0.491196 0.5332996
0.30815 0.3507129
0.2786181 0.7331944
0.4076469 1.259499
0.2674067 2.210233
0.2682251 2.908687
0.3528436 3.731572
0.281167 3.193858
0.288348 3.295486
0.2496539 2.348979
0.2777142 1.577395
0.4707101 0.7477153
0.3712506 1.541054
0.4616439 0.4844564
0.5217171 0.3602562
0.4665318 0.6336857
0.3870678 0.8945943
0.3211542 1.383492
0.4788429 1.593579
0.242171 1.04185
0.4394026 1.904735
0.3084475 2.538256
0.4413215 2.94458
0.2691045 1.354574
0.5343104 0.692315
0.3464548 0.6181765
0.2876188 0.7055869
0.3669679 0.4732173
0.2678695 0.3811212
0.5563618 0.4532243
0.3200846 0.322828
0.2008474 0.2967036
0.3482361 0.3172781
0.2645902 0.4431079
0.4803172 0.5943548
0.3286773 0.7285456
0.4519092 0.2736746
0.4074981 0.2097419
0.3592038 0.1997577
0.1606776 0.1111979
0.3477978 0.1351349
0.2827869 0.163417
0.2567308 0.1471278
0.2997616 0.1745995
0.3662739 0.1605965
0.1815189 0.08585213
0.3433772 0.07526007
0.3889188 0.124748
0.3468783 0.1890996
0.389474 0.3516091
0.3895443 0.2296975
0.4249634 0.3287014
0.4808498 0.1922519
0.5189438 0.2447268
0.3637339 0.2553787
0.3133066 0.2366522
0.1761692 0.5814333
0.3587994 0.8706816
0.3721736 0.7314939
0.4416171 0.7976787
0.4093601 0.6170475
0.4034586 0.3505178
0.3941929 0.1911189
0.4792164 0.3252241
0.3921747 0.2010039
0.5141198 0.09508948
0.2616846 0.1149973
0.3803822 0.1196338
0.3277714 0.07967684
0.3516017 0.1265967
0.2733948 0.218117
0.3268763 0.1738909
0.3257162 0.09208941
0.3743794 0.07344661
0.3791114 0.05773204
0.3169797 0.05023181
0.329077 0.02562315
0.2908819 0.03869026
0.3712933 0.05764711
0.5505727 0.1216797
0.3444702 0.1130527
0.4906378 0.2722752
0.4474708 0.1756049
0.1824893 0.5804943
0.2460678 1.041041
0.4927321 1.268846
0.333639 1.607405
0.2625899 2.065095
0.5136032 2.318597
0.3920613 3.948839
0.3282644 4.395865
0.232093 2.087573
0.2555552 1.298027
0.3599046 1.227032
0.5113321 0.9066105
0.2795747 0.5927109
0.2828343 1.266107
0.3566512 1.594285
0.2196748 2.498358
0.2755322 3.191034
0.3675379 1.749601
0.3906331 3.079221
0.3978969 2.599908
0.44961 2.9375
0.4146724 2.388419
0.5931342 2.415978
0.3299224 1.97292
0.3734495 2.056765
0.3274144 4.656345
0.2250646 2.419249
0.4702704 1.684241
0.4878112 0.9695266
0.4341684 0.6455749
0.4330824 0.9701299
0.2760917 1.273067
0.540599 1.994679
0.5592077 3.05472
0.4716648 1.352643
0.3626562 3.69153
0.2807391 2.604283
0.5059215 1.721555
0.4132241 0.7363118
0.2614481 0.8919051
0.2993148 0.715283
0.3300837 0.7535236
0.4121378 0.4832984
0.3788218 0.4554994
0.4670326 0.4920362
0.4140942 0.6079629
0.3362184 0.5056385
0.3981144 0.5482942
0.2554177 0.4294996
0.4571757 0.2072461
0.5511056 0.3470629
0.3508223 0.1356104
0.4487242 0.1570072
0.3593467 0.4222138
0.2485213 0.4525742
0.2602274 0.2908004
0.4650306 0.461388
0.2954867 0.374637
0.4810762 0.2008219
0.552369 0.2762227
0.316861 0.183426
0.4945048 0.1663432
0.4094168 0.3627915
0.3620355 0.311449
0.4545411 0.1151174
0.3070654 0.1538632
0.4606446 0.08149918
0.4691509 0.05123043
0.5115815 0.1456105
0.4521418 0.2610526
0.2747529 0.19093
0.3700815 0.3324068
0.4013015 0.1786046
0.3409267 0.07000021
0.3979534 0.08019693
0.3461751 0.1072044
0.4634118 0.05346559
0.2726123 0.08166755
0.3712575 0.09955852
0.5340582 0.05128712
0.4829883 0.09695187
0.2535147 0.03854075
0.3817909 0.0442873
0.3829727 0.1003798
0.4173344 0.1928101
0.3821671 0.09961758
0.2771815 0.1915952
0.4880885 0.1270998
0.1640589 0.09926736
0.2235819 0.1085228
0.3623653 0.0818609
0.3190714 0.1533949
0.5813567 0.1109814
0.3013524 0.1474958
0.4094406 0.2155014
0.2790244 0.1441191
0.4350827 0.09087199
0.3485372 0.1471155
0.3917322 0.2918434
0.3378249 0.2029889
0.2439796 0.2738754
0.5119488 0.2069094
0.4401737 0.1161597
0.4550878 0.1778762
0.449969 0.2982149
0.4220512 0.2557424
0.5258161 0.2166913
0.4053493 0.3286484
0.5268375 0.5595086
0.3573743 1.079433
0.4965161 0.6225982
0.340503 1.557617
0.4449575 1.769527
0.3189517 2.728944
0.3437561 2.266989
0.4014939 2.353446
0.4365055 2.423191
0.3850042 2.301598
0.4649028 1.440575
0.5348973 1.008791
0.2137951 1.462415
0.3855977 1.281392
0.3515983 1.290327
0.4166302 1.957486
0.332332 0.8071523
0.3460847 1.009533
0.3616202 0.6751487
0.3419028 0.5948997
0.375042 0.3581674
0.392826 0.262303
0.3096377 0.3005192
0.3740823 0.2245293
0.2473595 0.2635598
0.4216124 0.2589556
0.5622179 0.3376609
0.3346597 0.3771318
0.3343176 0.469776
0.3827588 0.5335828
0.2541122 0.5685604
0.3476777 0.3268309
0.3742653 0.1459001
0.390923 0.1331458
0.3150224 0.1113601
0.4556541 0.09860463
0.3526644 0.1098798
0.4329756 0.05656404
0.3187116 0.06098303
0.392542 0.1020047
0.5459023 0.05544351
0.3543744 0.06824088
0.3261385 0.05315353
0.1996691 0.09043445
0.5829215 0.09717115
0.4096083 0.1677477
0.4124233 0.1153652
0.2689191 0.2131075
0.3457989 0.3695319
0.5570043 0.5616918
0.4134813 0.5722865
0.4473152 0.3017247
0.4078346 0.218725
0.4170602 0.1859046
0.3479525 0.1325004
0.2622969 0.1739258
0.4760017 0.05539937
0.3692822 0.08023112
0.3221499 0.0709824
0.3039409 0.047981
0.4348408 0.1790764
0.1554248 0.3257904
0.2411518 0.4744472
0.3519407 0.406078
0.2482127 0.5478782
0.302945 0.8201154
0.4305835 0.9784861
0.3871654 1.390701
0.2755524 0.7574745
0.2926831 1.214637
0.4594254 1.447161
0.1854988 2.500302
0.5263959 2.034098
0.3017033 2.569611
0.4896416 3.358839
0.3002539 6.151692
0.3183455 3.674681
0.2738614 3.32485
0.2056021 2.104586
0.4128781 1.463509
0.533061 1.971626
0.2687044 2.651848
0.3622644 3.531521
0.5144503 5.382239
0.2748577 2.296402
0.3686924 1.54666
0.5359211 2.291555
0.3303288 2.443268
0.313789 0.831513
0.2438111 0.5349275
0.4023689 0.5561407
0.1270185 0.4164729
0.2280758 0.3253843
0.3044239 0.2125219
0.2210186 0.2394478
0.3449475 0.3269939
0.3119321 0.4847443
0.3117999 0.4423448
0.2835073 0.4992136
0.2492173 0.1773815
0.2627217 0.2726755
0.2738851 0.3236087
0.4047109 0.3236597
0.3826349 0.2214235
0.3353078 0.2377604
0.3012093 0.1790026
0.377334 0.1893779
0.3747141 0.2288701
0.3610711 0.3345831
0.3888421 0.5690264
0.4316128 0.5610862
0.3336107 0.6232843
0.4169731 0.4637476
0.2794867 0.2182304
0.6044599 0.1475813
0.4333357 0.09072213
0.4839207 0.1950191
0.5282048 0.1944759
0.33557 0.1430689
0.4420915 0.1500227
0.3589272 0.1180555
0.4556944 0.134433
0.3919022 0.1551779
0.3209931 0.3575261
0.3673682 0.3577363
0.2082992 0.6144881
0.3438898 0.3223828
0.2879054 0.1288085
0.28329 0.1378417
0.4561188 0.1885521
0.3814188 0.1232357
0.5429728 0.09303293
0.4301376 0.07495186
0.4773411 0.09208311
0.5547192 0.07439322
0.4082849 0.07352842
0.4543413 0.08132307
0.2722318 0.1277822
0.4621764 0.2142611
0.4125277 0.08410679
0.3170163 0.1117008
0.5220069 0.1169725
0.4777781 0.154306
0.2898283 0.1393018
0.2257813 0.07603595
0.3560473 0.08588635
0.3676523 0.1561562
0.52299 0.1352632
0.1530335 0.1050963
0.3272672 0.07466848
0.4437681 0.04550492
0.3642881 0.01977764
0.4681734 0.04203945
0.1864191 0.05333046
0.3607289 0.05255334
0.6061158 0.06016576
0.2962057 0.05085333
0.3764726 0.07785818
0.3163166 0.06198418
0.4342943 0.06573135
0.5078343 0.06199232
0.4833526 0.08535318
0.3267085 0.0343822
0.5762307 0.05233513
0.5118342 0.0800262
0.3848786 0.06895998
0.3013984 0.2234617
0.3974882 0.2210555
0.3268672 0.106694
0.5068131 0.120425
0.4844065 0.1769284
0.3955875 0.1386309
0.5373492 0.1979319
0.5197619 0.1077449
0.3381551 0.06199489
0.3232317 0.09080254
0.4596033 0.08000791
0.4021096 0.1519168
0.4390683 0.1437585
0.301311 0.13692
0.363552 0.1122168
0.4547758 0.2514226
0.3814971 0.4754089
0.4887518 0.5365983
0.3369095 0.5166115
0.3947229 0.2906903
0.2733925 0.3799835
0.2979218 0.6645133
0.4017171 0.415167
0.3374617 0.4962858
0.2401531 0.2672878
0.3418998 0.3989774
0.2385597 0.3359457
0.4803469 0.3236776
0.3367548 0.2344248
0.3910189 0.1235466
0.2077814 0.1079532
0.3966545 0.192385
0.4376669 0.519681
0.4378239 0.4225087
0.3449317 0.1938113
0.3344218 0.1773173
0.3271638 0.285989
0.4207503 0.1177664
0.3968231 0.3535301
0.3900326 0.301042
0.2180504 0.3311066
0.4423669 0.3101239
0.3135369 0.3358561
0.3884454 0.1391555
0.4748034 0.08402365
0.413326 0.03827467
0.2780926 0.0327857
0.5575732 0.05924759
0.2875372 0.0620033
0.34412 0.08540949
0.2952185 0.1271325
0.5518599 0.1562891
0.4039646 0.1477898
0.4738931 0.08505682
0.5457671 0.08688191
0.3980066 0.08273002
0.4530315 0.06120989
0.3526919 0.02908606
0.3575338 0.08371623
0.3616389 0.09068882
0.4206539 0.0849899
0.358919 0.1698706
0.1968924 0.1363151
0.4758802 0.1815306
0.3554829 0.1817201
0.3905394 0.1623171
0.466703 0.1827581
0.3461316 0.1484357
0.3608737 0.2185306
0.4883307 0.4950952
0.3706257 0.5996867
0.6525821 0.4752356
0.2812803 0.66218
0.2801562 0.3668986
0.28096 0.3051285
0.404975 0.4442736
0.2574169 1.713613
0.3282261 0.6685746
0.3323397 1.301404
0.3992216 1.050673
0.4244827 0.6255543
0.3471007 0.704851
0.2633893 1.184284
0.3006415 1.788802
0.4776609 1.534174
0.2897579 1.871687
0.2934307 1.989771
0.3399958 0.9516488
0.3979033 1.586113
0.2506614 2.171881
0.3260444 1.222458
0.2558112 0.8993348
0.5158419 0.7297074
0.3896279 0.9005645
0.3013973 0.4761416
0.3281207 0.5819747
0.4000589 0.1818554
0.5020253 0.1461582
0.3841041 0.1369834
0.4475803 0.0730599
0.5015046 0.0868612
0.3180155 0.1124863
0.3847682 0.1230024
0.4948899 0.1392327
0.3111178 0.2180181
0.3568688 0.315305
0.4046767 0.3220652
0.2938433 0.3154228
0.465858 0.2964578
0.2752561 0.2788251
0.2516637 0.3955411
0.3938237 0.4118429
0.289773 0.622065
0.4040701 0.5086542
0.3928731 0.4339643
0.4026008 0.2395566
0.3355335 0.5878948
0.298485 1.084479
0.3040717 0.5199655
0.31918 0.4325226
0.4130064 0.3874527
0.2792382 0.4698645
0.3445191 0.4600242
0.3497612 0.260287
0.4689699 0.3344642
0.488962 0.2346609
